database,partition_level,k_iteration,conf,max_hits,classifier,sensitivity,MC,OC,EPQ
silva,fam,2,0.6,20,BLAST,0.771,0.229,0.206,0.220375
silva,fam,2,0.6,20,SINTAX,0.7492,0.2508,0.03133333333333333,0.1685
silva,fam,2,0.6,20,Consensus,0.763,0.237,0.03866666666666667,0.162625
silva,fam,2,0.8,1,RDP,0.7386,0.2614,0.114,0.206125
silva,fam,2,0.8,1,BLAST,0.761,0.239,0.5293333333333333,0.347875
silva,fam,2,0.8,1,SINTAX,0.705,0.295,0.006666666666666667,0.186875
silva,fam,2,0.8,1,Consensus,0.7498,0.2502,0.031,0.168
silva,fam,2,0.8,3,RDP,0.7386,0.2614,0.11366666666666667,0.206
silva,fam,2,0.8,3,BLAST,0.7562,0.2438,0.12866666666666668,0.200625
silva,fam,2,0.8,3,SINTAX,0.705,0.295,0.006666666666666667,0.186875
silva,fam,2,0.8,3,Consensus,0.7466,0.2534,0.015,0.164
silva,fam,2,0.8,5,RDP,0.7386,0.2614,0.114,0.206125
silva,fam,2,0.8,5,BLAST,0.7634,0.2366,0.178,0.214625
silva,fam,2,0.8,5,SINTAX,0.705,0.295,0.006666666666666667,0.186875
silva,fam,2,0.8,5,Consensus,0.7482,0.2518,0.016,0.163375
silva,fam,2,0.8,10,RDP,0.7386,0.2614,0.114,0.206125
silva,fam,2,0.8,10,BLAST,0.7646,0.2354,0.133,0.197
silva,fam,2,0.8,10,SINTAX,0.705,0.295,0.006666666666666667,0.186875
silva,fam,2,0.8,10,Consensus,0.7504,0.2496,0.016666666666666666,0.16225
silva,fam,2,0.8,20,RDP,0.7386,0.2614,0.11333333333333333,0.205875
silva,fam,2,0.8,20,BLAST,0.766,0.234,0.12333333333333334,0.1925
silva,fam,2,0.8,20,SINTAX,0.705,0.295,0.006666666666666667,0.186875
silva,fam,2,0.8,20,Consensus,0.7508,0.2492,0.015666666666666666,0.161625
silva,fam,2,1.0,20,RDP,0.6722,0.3278,0.023,0.2135
silva,fam,2,1.0,20,BLAST,0.7338,0.2662,0.026333333333333334,0.17625
silva,fam,2,1.0,20,SINTAX,0.4622,0.5378,0.0,0.336125
silva,fam,2,1.0,20,Consensus,0.6674,0.3326,0.0016666666666666668,0.2085
silva,fam,3,0.2,20,RDP,0.6986,0.3014,0.766,0.43414285714285716
silva,fam,3,0.2,20,BLAST,0.714,0.286,0.8495,0.447
silva,fam,3,0.2,20,SINTAX,0.7044,0.2956,0.3645,0.3152857142857143
silva,fam,3,0.2,20,Consensus,0.7074,0.2926,0.2615,0.2837142857142857
silva,fam,3,0.4,20,RDP,0.6978,0.3022,0.579,0.3812857142857143
silva,fam,3,0.4,20,BLAST,0.7162,0.2838,0.5175,0.3505714285714286
silva,fam,3,0.4,20,SINTAX,0.7,0.3,0.161,0.2602857142857143
silva,fam,3,0.4,20,Consensus,0.7068,0.2932,0.2025,0.2672857142857143
silva,fam,3,0.6,20,RDP,0.6916,0.3084,0.414,0.3385714285714286
silva,fam,3,0.6,20,BLAST,0.7134,0.2866,0.2735,0.28285714285714286
silva,fam,3,0.6,20,SINTAX,0.6914,0.3086,0.033,0.22985714285714287
silva,fam,3,0.6,20,Consensus,0.707,0.293,0.0735,0.2302857142857143
silva,fam,3,0.8,1,RDP,0.6804,0.3196,0.262,0.30314285714285716
silva,fam,3,0.8,1,BLAST,0.7066,0.2934,0.831,0.447
silva,fam,3,0.8,1,SINTAX,0.6632,0.3368,0.007,0.24257142857142858
silva,fam,3,0.8,1,Consensus,0.6892,0.3108,0.0675,0.2412857142857143
silva,fam,3,0.8,3,RDP,0.6804,0.3196,0.262,0.30314285714285716
silva,fam,3,0.8,3,BLAST,0.7016,0.2984,0.178,0.264
silva,fam,3,0.8,3,SINTAX,0.6632,0.3368,0.007,0.24257142857142858
silva,fam,3,0.8,3,Consensus,0.6858,0.3142,0.029,0.2327142857142857
silva,fam,3,0.8,5,RDP,0.6804,0.3196,0.262,0.30314285714285716
silva,fam,3,0.8,5,BLAST,0.7084,0.2916,0.227,0.27314285714285713
silva,fam,3,0.8,5,SINTAX,0.6632,0.3368,0.007,0.24257142857142858
silva,fam,3,0.8,5,Consensus,0.6882,0.3118,0.028,0.2307142857142857
silva,fam,3,0.8,10,RDP,0.6804,0.3196,0.262,0.30314285714285716
silva,fam,3,0.8,10,BLAST,0.7092,0.2908,0.162,0.254
silva,fam,3,0.8,10,SINTAX,0.6632,0.3368,0.007,0.24257142857142858
silva,fam,3,0.8,10,Consensus,0.688,0.312,0.026,0.2302857142857143
silva,fam,3,0.8,20,RDP,0.6804,0.3196,0.262,0.30314285714285716
silva,fam,3,0.8,20,BLAST,0.707,0.293,0.141,0.24957142857142858
silva,fam,3,0.8,20,SINTAX,0.6632,0.3368,0.007,0.24257142857142858
silva,fam,3,0.8,20,Consensus,0.6878,0.3122,0.0245,0.23
silva,fam,3,1.0,20,RDP,0.6394,0.3606,0.1115,0.2894285714285714
silva,fam,3,1.0,20,BLAST,0.6854,0.3146,0.0295,0.23314285714285715
silva,fam,3,1.0,20,SINTAX,0.5086,0.4914,0.001,0.3512857142857143
silva,fam,3,1.0,20,Consensus,0.6404,0.3596,0.01,0.25971428571428573
silva,fam,4,0.2,20,RDP,0.7038,0.2962,0.578,0.3767142857142857
silva,fam,4,0.2,20,BLAST,0.746,0.254,0.883,0.4337142857142857
silva,fam,4,0.2,20,SINTAX,0.7272,0.2728,0.371,0.3008571428571429
silva,fam,4,0.2,20,Consensus,0.7456,0.2544,0.2435,0.2512857142857143
silva,fam,4,0.4,20,RDP,0.7034,0.2966,0.374,0.3187142857142857
silva,fam,4,0.4,20,BLAST,0.747,0.253,0.6135,0.356
silva,fam,4,0.4,20,SINTAX,0.719,0.281,0.141,0.241
silva,fam,4,0.4,20,Consensus,0.7436,0.2564,0.1275,0.21957142857142858
silva,fam,4,0.8,1,RDP,0.6874,0.3126,0.1435,0.2642857142857143
silva,fam,4,0.8,1,BLAST,0.7338,0.2662,0.8145,0.4228571428571429
silva,fam,4,0.8,1,SINTAX,0.6738,0.3262,0.0225,0.23942857142857144
silva,fam,4,0.8,1,Consensus,0.7158,0.2842,0.051,0.21757142857142858
silva,fam,4,0.8,3,RDP,0.6874,0.3126,0.1435,0.2642857142857143
silva,fam,4,0.8,3,BLAST,0.7178,0.2822,0.25,0.273
silva,fam,4,0.8,3,SINTAX,0.6738,0.3262,0.0225,0.23942857142857144
silva,fam,4,0.8,3,Consensus,0.713,0.287,0.043,0.21728571428571428
silva,fam,4,0.8,5,RDP,0.6874,0.3126,0.1435,0.2642857142857143
silva,fam,4,0.8,5,BLAST,0.7368,0.2632,0.3,0.2737142857142857
silva,fam,4,0.8,5,SINTAX,0.6738,0.3262,0.0225,0.23942857142857144
silva,fam,4,0.8,5,Consensus,0.7176,0.2824,0.044,0.21428571428571427
silva,fam,4,0.8,10,RDP,0.6874,0.3126,0.1435,0.2642857142857143
silva,fam,4,0.8,10,BLAST,0.7358,0.2642,0.24,0.2572857142857143
silva,fam,4,0.8,10,SINTAX,0.6738,0.3262,0.0225,0.23942857142857144
silva,fam,4,0.8,10,Consensus,0.718,0.282,0.0425,0.21357142857142858
silva,fam,4,0.8,20,RDP,0.6874,0.3126,0.1435,0.2642857142857143
silva,fam,4,0.8,20,BLAST,0.7358,0.2642,0.242,0.25785714285714284
silva,fam,4,0.8,20,SINTAX,0.6738,0.3262,0.0225,0.23942857142857144
silva,fam,4,0.8,20,Consensus,0.7194,0.2806,0.039,0.21157142857142858
silva,fam,4,1.0,20,RDP,0.6258,0.3742,0.038,0.27814285714285714
silva,fam,4,1.0,20,BLAST,0.6944,0.3056,0.0545,0.23385714285714285
silva,fam,4,1.0,20,SINTAX,0.3926,0.6074,0.0,0.43385714285714283
silva,fam,4,1.0,20,Consensus,0.6,0.4,0.004,0.28685714285714287
silva,gen,0,0.2,20,RDP,0.7813333333333333,0.21866666666666668,0.735,0.2924285714285714
silva,gen,0,0.2,20,BLAST,0.7858333333333334,0.21416666666666667,0.82,0.3007142857142857
silva,gen,0,0.2,20,SINTAX,0.7878333333333334,0.21216666666666667,0.0,0.18185714285714286
silva,gen,0,0.2,20,Consensus,0.7938333333333333,0.20616666666666666,0.016,0.179
silva,gen,0,0.4,20,RDP,0.7811666666666667,0.21883333333333332,0.551,0.2662857142857143
silva,gen,0,0.4,20,BLAST,0.7826666666666666,0.21733333333333332,0.454,0.25114285714285717
silva,gen,0,0.4,20,SINTAX,0.781,0.219,0.0,0.18771428571428572
silva,gen,0,0.4,20,Consensus,0.791,0.209,0.012,0.18085714285714286
silva,gen,0,0.6,20,RDP,0.7786666666666666,0.22133333333333333,0.345,0.239
silva,gen,0,0.6,20,BLAST,0.7788333333333334,0.22116666666666668,0.23,0.22242857142857142
silva,gen,0,0.6,20,SINTAX,0.7603333333333333,0.23966666666666667,0.0,0.20542857142857143
silva,gen,0,0.6,20,Consensus,0.7796666666666666,0.22033333333333333,0.007,0.18985714285714286
silva,gen,0,0.8,1,RDP,0.7711666666666667,0.22883333333333333,0.2,0.22471428571428573
silva,gen,0,0.8,1,BLAST,0.8005,0.1995,0.89,0.29814285714285715
silva,gen,0,0.8,1,SINTAX,0.7171666666666666,0.2828333333333333,0.0,0.24242857142857144
silva,gen,0,0.8,1,Consensus,0.7708333333333334,0.22916666666666666,0.016,0.1987142857142857
silva,gen,0,0.8,3,RDP,0.7711666666666667,0.22883333333333333,0.199,0.22457142857142856
silva,gen,0,0.8,3,BLAST,0.7791666666666667,0.22083333333333333,0.156,0.21157142857142858
silva,gen,0,0.8,3,SINTAX,0.7171666666666666,0.2828333333333333,0.0,0.24242857142857144
silva,gen,0,0.8,3,Consensus,0.7606666666666667,0.23933333333333334,0.004,0.2057142857142857
silva,gen,0,0.8,5,RDP,0.7711666666666667,0.22883333333333333,0.199,0.22457142857142856
silva,gen,0,0.8,5,BLAST,0.782,0.218,0.204,0.216
silva,gen,0,0.8,5,SINTAX,0.7171666666666666,0.2828333333333333,0.0,0.24242857142857144
silva,gen,0,0.8,5,Consensus,0.761,0.239,0.004,0.20542857142857143
silva,gen,0,0.8,10,RDP,0.7711666666666667,0.22883333333333333,0.199,0.22457142857142856
silva,gen,0,0.8,10,BLAST,0.773,0.227,0.12,0.21171428571428572
silva,gen,0,0.8,10,SINTAX,0.7171666666666666,0.2828333333333333,0.0,0.24242857142857144
silva,gen,0,0.8,10,Consensus,0.7556666666666667,0.24433333333333335,0.004,0.21
silva,gen,0,0.8,20,RDP,0.7711666666666667,0.22883333333333333,0.199,0.22457142857142856
silva,gen,0,0.8,20,BLAST,0.7678333333333334,0.23216666666666666,0.079,0.2102857142857143
silva,gen,0,0.8,20,SINTAX,0.7171666666666666,0.2828333333333333,0.0,0.24242857142857144
silva,gen,0,0.8,20,Consensus,0.754,0.246,0.001,0.211
silva,gen,0,1.0,20,RDP,0.7293333333333333,0.27066666666666667,0.076,0.24285714285714285
silva,gen,0,1.0,20,BLAST,0.7373333333333333,0.26266666666666666,0.011,0.2267142857142857
silva,gen,0,1.0,20,SINTAX,0.5511666666666667,0.4488333333333333,0.0,0.38471428571428573
silva,gen,0,1.0,20,Consensus,0.7008333333333333,0.2991666666666667,0.0,0.25642857142857145
silva,gen,1,0.2,20,RDP,0.7931666666666667,0.20683333333333334,0.64,0.26871428571428574
silva,gen,1,0.2,20,BLAST,0.7685,0.2315,0.801,0.31285714285714283
silva,gen,1,0.2,20,SINTAX,0.7995,0.2005,0.0,0.17185714285714285
silva,gen,1,0.2,20,Consensus,0.8008333333333333,0.19916666666666666,0.009,0.172
silva,gen,1,0.4,20,RDP,0.7921666666666667,0.20783333333333334,0.475,0.246
silva,gen,1,0.4,20,BLAST,0.77,0.23,0.464,0.2634285714285714
silva,gen,1,0.4,20,SINTAX,0.7915,0.2085,0.0,0.17871428571428571
silva,gen,1,0.4,20,Consensus,0.7988333333333333,0.20116666666666666,0.008,0.17357142857142857
silva,gen,1,0.6,20,RDP,0.7913333333333333,0.20866666666666667,0.289,0.22014285714285714
silva,gen,1,0.6,20,BLAST,0.7615,0.2385,0.299,0.24714285714285714
silva,gen,1,0.6,20,SINTAX,0.7735,0.2265,0.0,0.19414285714285714
silva,gen,1,0.6,20,Consensus,0.7868333333333334,0.21316666666666667,0.001,0.18285714285714286
silva,gen,1,0.8,1,RDP,0.7868333333333334,0.21316666666666667,0.163,0.206
silva,gen,1,0.8,1,BLAST,0.8045,0.1955,0.716,0.26985714285714285
silva,gen,1,0.8,1,SINTAX,0.7251666666666666,0.2748333333333333,0.0,0.23557142857142857
silva,gen,1,0.8,1,Consensus,0.7826666666666666,0.21733333333333332,0.019,0.189
silva,gen,1,0.8,3,RDP,0.7868333333333334,0.21316666666666667,0.163,0.206
silva,gen,1,0.8,3,BLAST,0.7723333333333333,0.22766666666666666,0.12,0.21228571428571427
silva,gen,1,0.8,3,SINTAX,0.7251666666666666,0.2748333333333333,0.0,0.23557142857142857
silva,gen,1,0.8,3,Consensus,0.7741666666666667,0.22583333333333333,0.006,0.19442857142857142
silva,gen,1,0.8,5,RDP,0.7868333333333334,0.21316666666666667,0.163,0.206
silva,gen,1,0.8,5,BLAST,0.7805,0.2195,0.236,0.22185714285714286
silva,gen,1,0.8,5,SINTAX,0.7251666666666666,0.2748333333333333,0.0,0.23557142857142857
silva,gen,1,0.8,5,Consensus,0.7765,0.2235,0.005,0.19228571428571428
silva,gen,1,0.8,10,RDP,0.7868333333333334,0.21316666666666667,0.163,0.206
silva,gen,1,0.8,10,BLAST,0.7648333333333334,0.23516666666666666,0.146,0.22242857142857142
silva,gen,1,0.8,10,SINTAX,0.7251666666666666,0.2748333333333333,0.0,0.23557142857142857
silva,gen,1,0.8,10,Consensus,0.7698333333333334,0.23016666666666666,0.001,0.19742857142857143
silva,gen,1,0.8,20,RDP,0.7868333333333334,0.21316666666666667,0.163,0.206
silva,gen,1,0.8,20,BLAST,0.7583333333333333,0.24166666666666667,0.134,0.22628571428571428
silva,gen,1,0.8,20,SINTAX,0.7251666666666666,0.2748333333333333,0.0,0.23557142857142857
silva,gen,1,0.8,20,Consensus,0.7666666666666667,0.23333333333333334,0.0,0.2
silva,gen,1,1.0,20,RDP,0.737,0.263,0.023,0.2287142857142857
silva,gen,1,1.0,20,BLAST,0.7228333333333333,0.2771666666666667,0.018,0.24014285714285713
silva,gen,1,1.0,20,SINTAX,0.5465,0.4535,0.0,0.38871428571428573
silva,gen,1,1.0,20,Consensus,0.6961666666666667,0.30383333333333334,0.0,0.26042857142857145
silva,gen,2,0.2,20,RDP,0.7398333333333333,0.26016666666666666,0.701,0.3231428571428571
silva,gen,2,0.2,20,BLAST,0.7883333333333333,0.21166666666666667,0.821,0.2987142857142857
silva,gen,2,0.2,20,SINTAX,0.7356666666666667,0.2643333333333333,0.0,0.22657142857142856
silva,gen,2,0.2,20,Consensus,0.7411666666666666,0.25883333333333336,0.01,0.22328571428571428
silva,gen,2,0.4,20,RDP,0.7383333333333333,0.26166666666666666,0.538,0.30114285714285716
silva,gen,2,0.4,20,BLAST,0.788,0.212,0.491,0.25185714285714284
silva,gen,2,0.4,20,SINTAX,0.7301666666666666,0.2698333333333333,0.0,0.2312857142857143
silva,gen,2,0.4,20,Consensus,0.7385,0.2615,0.001,0.22428571428571428
silva,gen,2,0.6,20,RDP,0.7366666666666667,0.2633333333333333,0.347,0.2752857142857143
silva,gen,2,0.6,20,BLAST,0.7755,0.2245,0.271,0.23114285714285715
silva,gen,2,0.6,20,SINTAX,0.7191666666666666,0.2808333333333333,0.0,0.24071428571428571
silva,gen,2,0.6,20,Consensus,0.7338333333333333,0.26616666666666666,0.001,0.2282857142857143
silva,gen,2,0.8,1,RDP,0.7285,0.2715,0.246,0.26785714285714285
silva,gen,2,0.8,1,BLAST,0.7431666666666666,0.25683333333333336,0.734,0.325
silva,gen,2,0.8,1,SINTAX,0.6853333333333333,0.31466666666666665,0.0,0.26971428571428574
silva,gen,2,0.8,1,Consensus,0.7305,0.2695,0.013,0.23285714285714285
silva,gen,2,0.8,3,RDP,0.7285,0.2715,0.246,0.26785714285714285
silva,gen,2,0.8,3,BLAST,0.7198333333333333,0.2801666666666667,0.139,0.26
silva,gen,2,0.8,3,SINTAX,0.6853333333333333,0.31466666666666665,0.0,0.26971428571428574
silva,gen,2,0.8,3,Consensus,0.7175,0.2825,0.003,0.24257142857142858
silva,gen,2,0.8,5,RDP,0.7285,0.2715,0.246,0.26785714285714285
silva,gen,2,0.8,5,BLAST,0.7798333333333334,0.22016666666666668,0.251,0.22457142857142856
silva,gen,2,0.8,5,SINTAX,0.6853333333333333,0.31466666666666665,0.0,0.26971428571428574
silva,gen,2,0.8,5,Consensus,0.7196666666666667,0.2803333333333333,0.002,0.24057142857142857
silva,gen,2,0.8,10,RDP,0.7285,0.2715,0.246,0.26785714285714285
silva,gen,2,0.8,10,BLAST,0.7728333333333334,0.22716666666666666,0.148,0.21585714285714286
silva,gen,2,0.8,10,SINTAX,0.6853333333333333,0.31466666666666665,0.0,0.26971428571428574
silva,gen,2,0.8,10,Consensus,0.7141666666666666,0.28583333333333333,0.0,0.245
silva,gen,2,0.8,20,RDP,0.7285,0.2715,0.246,0.26785714285714285
silva,gen,2,0.8,20,BLAST,0.761,0.239,0.145,0.22557142857142856
silva,gen,2,0.8,20,SINTAX,0.6853333333333333,0.31466666666666665,0.0,0.26971428571428574
silva,gen,2,0.8,20,Consensus,0.711,0.289,0.0,0.24771428571428572
silva,gen,2,1.0,20,RDP,0.6835,0.3165,0.106,0.2864285714285714
silva,gen,2,1.0,20,BLAST,0.6875,0.3125,0.016,0.27014285714285713
silva,gen,2,1.0,20,SINTAX,0.517,0.483,0.0,0.414
silva,gen,2,1.0,20,Consensus,0.6618333333333334,0.33816666666666667,0.0,0.28985714285714287
silva,gen,3,0.2,20,RDP,0.7345,0.2655,0.775,0.3382857142857143
silva,gen,3,0.2,20,BLAST,0.7373333333333333,0.26266666666666666,0.851,0.3467142857142857
silva,gen,3,0.2,20,SINTAX,0.736,0.264,0.0,0.22628571428571428
silva,gen,3,0.2,20,Consensus,0.7385,0.2615,0.012,0.22585714285714287
silva,gen,3,0.4,20,RDP,0.7343333333333333,0.26566666666666666,0.646,0.32
silva,gen,3,0.4,20,BLAST,0.7381666666666666,0.2618333333333333,0.381,0.27885714285714286
silva,gen,3,0.4,20,SINTAX,0.7321666666666666,0.2678333333333333,0.0,0.22957142857142857
silva,gen,3,0.4,20,Consensus,0.737,0.263,0.002,0.2257142857142857
silva,gen,3,0.6,20,RDP,0.7326666666666667,0.2673333333333333,0.477,0.29728571428571426
silva,gen,3,0.6,20,BLAST,0.7385,0.2615,0.22,0.25557142857142856
silva,gen,3,0.6,20,SINTAX,0.7238333333333333,0.27616666666666667,0.0,0.2367142857142857
silva,gen,3,0.6,20,Consensus,0.7355,0.2645,0.0,0.2267142857142857
silva,gen,3,0.8,1,RDP,0.7315,0.2685,0.249,0.26571428571428574
silva,gen,3,0.8,1,BLAST,0.7418333333333333,0.25816666666666666,0.856,0.3435714285714286
silva,gen,3,0.8,1,SINTAX,0.7073333333333334,0.2926666666666667,0.0,0.25085714285714283
silva,gen,3,0.8,1,Consensus,0.7346666666666667,0.2653333333333333,0.014,0.22942857142857143
silva,gen,3,0.8,3,RDP,0.7315,0.2685,0.249,0.26571428571428574
silva,gen,3,0.8,3,BLAST,0.7393333333333333,0.26066666666666666,0.139,0.2432857142857143
silva,gen,3,0.8,3,SINTAX,0.7073333333333334,0.2926666666666667,0.0,0.25085714285714283
silva,gen,3,0.8,3,Consensus,0.731,0.269,0.001,0.2307142857142857
silva,gen,3,0.8,5,RDP,0.7315,0.2685,0.249,0.26571428571428574
silva,gen,3,0.8,5,BLAST,0.742,0.258,0.189,0.24814285714285714
silva,gen,3,0.8,5,SINTAX,0.7073333333333334,0.2926666666666667,0.0,0.25085714285714283
silva,gen,3,0.8,5,Consensus,0.7338333333333333,0.26616666666666666,0.001,0.2282857142857143
silva,gen,3,0.8,10,RDP,0.7315,0.2685,0.249,0.26571428571428574
silva,gen,3,0.8,10,BLAST,0.7393333333333333,0.26066666666666666,0.111,0.2392857142857143
silva,gen,3,0.8,10,SINTAX,0.7073333333333334,0.2926666666666667,0.0,0.25085714285714283
silva,gen,3,0.8,10,Consensus,0.7318333333333333,0.26816666666666666,0.0,0.22985714285714287
silva,gen,3,0.8,20,RDP,0.7315,0.2685,0.249,0.26571428571428574
silva,gen,3,0.8,20,BLAST,0.737,0.263,0.103,0.24014285714285713
silva,gen,3,0.8,20,SINTAX,0.7073333333333334,0.2926666666666667,0.0,0.25085714285714283
silva,gen,3,0.8,20,Consensus,0.7311666666666666,0.2688333333333333,0.0,0.23042857142857143
silva,gen,3,1.0,20,RDP,0.7051666666666667,0.29483333333333334,0.024,0.2561428571428571
silva,gen,3,1.0,20,BLAST,0.7266666666666667,0.2733333333333333,0.011,0.23585714285714285
silva,gen,3,1.0,20,SINTAX,0.553,0.447,0.0,0.3831428571428571
